#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Acetobacter nitrogenifigens	Acetobacter oeni	Acetobacter okinawensis	Acetobacter orientalis	Acetobacter papayae	Acetobacter persici	Acetobacter aceti	Gluconacetobacter diazotrophicus	Gluconacetobacter liquefaciens	Neoasaia chiangmaiensis	Desulfovibrio alcoholivorans	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium scatologenes	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Clostridiales bacterium oral taxon 876	Methanobacterium paludis
K02014 iron complex outermembrane recepter protein	0	0	0	0	0	0	0	0	0	29	830	239	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02015 iron complex transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	119	0	0	0	11	0	757	0	0	0	0	4	0	0	0	0	0	91
K02016 iron complex transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	75	0	0	4	3	0	677	0	0	0	0	26	8	0	0	0	0	197
K02017 molybdate transport system ATP-binding protein [EC:7.3.2.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	57	0	0	0	0	0	62
K02018 molybdate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	38
K02019 molybdate transport system regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
K02020 molybdate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	71	0	0	0	0	0	10	0	0	0	0	0	148
K02022 HlyD family secretion protein	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02025 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
K02026 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
K02027 multiple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	6	0	0	0	144	0	0	0	0	0	19	16	0	0	0	0	0
K02028 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	31	6	0	0	0	15	0	0	0	0	0	21	0	0	0	0	0	0
K02029 polar amino acid transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K02030 polar amino acid transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	28	7	0	0	0	241	1	0	0	0	0	6	0	0	0	0	0	0
K02031 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
K02032 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	11	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
K02033 peptide/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	25	24	0	0	0	0	0
K02034 peptide/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	26	3	0	0	0	0	0
K02035 peptide/nickel transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	4	0	51	0	0	56	13	0	0	62	0	8	3	330	1	0	0	0	0	36	67	0	0	0	0	0
K02036 phosphate transport system ATP-binding protein [EC:7.3.2.1]	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	1	0	1	5	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0
K02037 phosphate transport system permease protein	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	4	1	0	9	4	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	1
K02038 phosphate transport system permease protein	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	2	0	0	0	0	5	1	72	0	0	0	0	0	48	10	0	0	0	0	0
K02039 phosphate transport system protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	7	3	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	10
K02040 phosphate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	16	1	0	42	15	0	0	0	0	50	0	0	0	0	4	2	0	0	0	0	0
K02041 phosphonate transport system ATP-binding protein [EC:7.3.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02042 phosphonate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02044 phosphonate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02045 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02046 sulfate/thiosulfate transport system permease protein	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02047 sulfate/thiosulfate transport system permease protein	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02049 NitT/TauT family transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	24	38	0	0	0	0	3	22	0	0	0	0	26	8	87	5	0	0	0	0	0	12	0	0	0	0	0
K02050 NitT/TauT family transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	34	0	0	0	0	114	191	104	2	0	0	0	0	5	12	0	0	0	0	0
K02051 NitT/TauT family transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	282	1	0	0	0	0	55	10	0	0	0	0	14
K02052 putative spermidine/putrescine transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0
K02053 putative spermidine/putrescine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	28	0	0	0	0	0	0	0	0	0	0	0
K02054 putative spermidine/putrescine transport system permease protein	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	273	0	0	0	0	0	0	0	0	0	0	0
K02055 putative spermidine/putrescine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	410	0	0	0	0	0	0	0	0	0	0	0
K02056 simple sugar transport system ATP-binding protein [EC:7.5.2.-]	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	3	0	0	0	14	0	0	6	0	0	0	0	0	0	0	18	0	0	0	0	0
K02057 simple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	102	3	0	0	0	0	14	0	0	0	0	0	0	4	0	22	0	0	0	0	205	11	0	0	0	0	0
K02058 simple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	26	0	0	0	0	0
K02062 thiamine transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02063 thiamine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02064 thiamine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02065 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02066 phospholipid/cholesterol/gamma-HCH transport system permease protein	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02067 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02068 putative ABC transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02069 putative ABC transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02071 D-methionine transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	13	9	0	0	0	257	7	0	0	0	0	2	0	0	0	0	0	0
K02072 D-methionine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	1	3	122	7	0	0	0	0	11	1	0	0	0	0	0
K02073 D-methionine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	35	32	0	1	2	74	55	0	0	0	0	1	0	0	0	0	0	0
K02074 zinc/manganese transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02075 zinc/manganese transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02076 Fur family transcriptional regulator, zinc uptake regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02077 zinc/manganese transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	0	62	15	0	0	8	130	0	0	0	0	0	0	0	0	0	0	0	0
K02078 acyl carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	1	0	0	39	48	0	0	0	0	0	1	0	0	0	0	0	0
K02081 DeoR family transcriptional regulator, aga operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02083 allantoate deiminase [EC:3.5.3.9]	0	0	0	0	0	0	0	0	0	0	0	8	0	107	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02086 DNA replication protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	33	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02103 GntR family transcriptional regulator, arabinose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	107	28	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0
K02107 V/A-type H+/Na+-transporting ATPase subunit G/H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K02108 F-type H+-transporting ATPase subunit a	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	2	0	12	0	0	0	1	113	0	0	0	0	0	0	0	0	0	0	0	0
K02109 F-type H+-transporting ATPase subunit b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02110 F-type H+-transporting ATPase subunit c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K02111 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	1	0	12	2	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
K02112 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02113 F-type H+-transporting ATPase subunit delta	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	2	0	7	4	0	0	17	85	0	0	0	0	0	0	0	0	0	0	0	0
K02114 F-type H+-transporting ATPase subunit epsilon	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	6	0	12	2	0	0	0	84	0	0	0	0	7	0	0	0	0	0	0	0
K02115 F-type H+-transporting ATPase subunit gamma	0	0	0	0	0	0	0	0	0	0	239	2	0	40	0	0	7	0	0	36	1	0	0	2	131	0	0	0	0	0	0	0	0	0	0	0	0
K02116 ATP synthase protein I	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
K02117 V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	0	66
K02118 V/A-type H+/Na+-transporting ATPase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	19
K02119 V/A-type H+/Na+-transporting ATPase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	91
K02120 V/A-type H+/Na+-transporting ATPase subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	9
K02121 V/A-type H+/Na+-transporting ATPase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	9
K02122 V/A-type H+/Na+-transporting ATPase subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
K02123 V/A-type H+/Na+-transporting ATPase subunit I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	19	0	0	0	0	174
K02124 V/A-type H+/Na+-transporting ATPase subunit K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	13
K02160 acetyl-CoA carboxylase biotin carboxyl carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	26	6	0	0	0	116	62	0	0	0	0	1	1	0	0	0	0	0
K02171 BlaI family transcriptional regulator, penicillinase repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	111	225	0	0	0	0	0	0	0	0	0	0	0
K02172 bla regulator protein blaR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	50	0	1321	0	0	0	0	0	0	0	0	0	0	0
K02182 carnitine-CoA ligase [EC:6.2.1.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
K02188 cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29
K02189 cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	42
K02190 sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
K02191 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	35
K02194 heme exporter protein B	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02195 heme exporter protein C	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02197 cytochrome c-type biogenesis protein CcmE	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02198 cytochrome c-type biogenesis protein CcmF	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02199 cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	0	0	0	0	0	0	0	0	0	0	169	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02200 cytochrome c-type biogenesis protein CcmH	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02201 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
K02203 phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02217 ferritin [EC:1.16.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	11	0	0	0	0	0	10
K02221 YggT family protein	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	2	1	0	0	11	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02224 cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	43
K02226 alpha-ribazole phosphatase [EC:3.1.3.73]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
K02227 adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	16
K02228 precorrin-6A synthase [EC:2.1.1.152]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02231 adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02232 adenosylcobyric acid synthase [EC:6.3.5.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23
K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K02236 leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02237 competence protein ComEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	34	15	0	0	4	56	0	0	0	0	0	0	3	0	0	0	0	0
K02238 competence protein ComEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	225	99	0	4	0	185	0	0	0	0	1	82	7	0	0	0	0	0
K02240 competence protein ComFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	69	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02241 competence protein ComFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
K02242 competence protein ComFC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	6	21	0	0	5	117	0	0	0	0	0	0	0	0	0	0	0	0
K02243 competence protein ComGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02244 competence protein ComGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	98	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02245 competence protein ComGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02246 competence protein ComGD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02248 competence protein ComGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02257 heme o synthase [EC:2.5.1.141]	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02259 cytochrome c oxidase assembly protein subunit 15	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02274 cytochrome c oxidase subunit I [EC:1.9.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02275 cytochrome c oxidase subunit II [EC:1.9.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02279 pilus assembly protein CpaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
K02283 pilus assembly protein CpaF [EC:7.4.2.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02291 15-cis-phytoene synthase [EC:2.5.1.32]	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02297 cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02298 cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02299 cytochrome o ubiquinol oxidase subunit III	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02302 uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02303 uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02304 precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	10
K02313 chromosomal replication initiator protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	22	3	0	0	5	150	0	0	0	0	0	1	3	0	0	0	0	0
K02314 replicative DNA helicase [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	8	0	0	0	420	0	0	0	0	0	16	1	0	0	0	0	0
K02315 DNA replication protein DnaC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	69	0	0	0	0	0	33	1	0	0	0	0	0
K02316 DNA primase [EC:2.7.7.101]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	88	27	0	0	0	302	3	0	0	0	0	26	3	0	0	0	0	0
K02319 DNA polymerase, archaea type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
K02322 DNA polymerase II large subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
K02323 DNA polymerase II small subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
K02334 DNA polymerase bacteriophage-type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	10	0	0	0	0	0
