#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides intestinalis	Bacteroides luti	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Dysgonomonas sp. BGC7	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Desulfovibrio sp. AM18-2	Actinomyces provencensis	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium scatologenes	Clostridium tyrobutyricum	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Desulfitobacterium metallireducens	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium
K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K01604 methylmalonyl-CoA decarboxylase subunit alpha [EC:7.2.4.3]	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
K01607 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01609 indole-3-glycerol phosphate synthase [EC:4.1.1.48]	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	783	0	0	0	0	0	0	0	0	8	2	0	0	0	0
K01610 phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	0	11	0	0	0	0
K01611 S-adenosylmethionine decarboxylase [EC:4.1.1.50]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	1	0	0	0	15	2	0	0	0	0
K01613 phosphatidylserine decarboxylase [EC:4.1.1.65]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	417	0	0	7	0	0	0	0	0	0	0	0	0	0	0
K01615 glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0
K01619 deoxyribose-phosphate aldolase [EC:4.1.2.4]	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	5	0	0	0	0	476	0	0	0	0	0	0	0	0	2	12	0	0	0	0
K01620 threonine aldolase [EC:4.1.2.48]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	2	0	0
K01621 xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01624 fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	22	48	0	0	1	293	0	4	1	0	0	0	0	0	1	1	0	6	0	0
K01625 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	8	2	0	0	12	0	0	0	0	0	0	8	0	0	0	0	0
K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	5	0	0	0	0
K01627 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01628 L-fuculose-phosphate aldolase [EC:4.1.2.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0
K01629 rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01633 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K01639 N-acetylneuraminate lyase [EC:4.1.3.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01641 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01643 citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0
K01644 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
K01646 citrate lyase subunit gamma (acyl carrier protein)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
K01647 citrate synthase [EC:2.3.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	7	6	0	4	0	0
K01649 2-isopropylmalate synthase [EC:2.3.3.13]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	2	1581	0	0	0	0	0	0	0	0	3	37	0	7	0	0
K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	0	87	27	0	5	7	2306	0	0	0	0	0	0	0	0	0	9	0	28	0	0
K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	313	0	0	0	0	0	0	0	0	0	14	0	4	0	0
K01657 anthranilate synthase component I [EC:4.1.3.27]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1365	0	0	0	0	0	0	0	0	15	13	0	0	0	0
K01658 anthranilate synthase component II [EC:4.1.3.27]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	3	0	0	0	0	0	0	16	0	0	0	0
K01661 naphthoate synthase [EC:4.1.3.36]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01662 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	864	0	0	2	0	0	0	0	0	1	5	0	39	0	0
K01665 para-aminobenzoate synthetase component I [EC:2.6.1.85]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01673 carbonic anhydrase [EC:4.2.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01674 carbonic anhydrase [EC:4.2.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01677 fumarate hydratase subunit alpha [EC:4.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0	1	0	4	0	0
K01678 fumarate hydratase subunit beta [EC:4.2.1.2]	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01679 fumarate hydratase, class II [EC:4.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0
K01681 aconitate hydratase [EC:4.2.1.3]	1	0	0	0	0	0	0	0	0	0	52	0	0	1	0	0	0	0	0	0	5	769	0	2	0	0	0	0	0	0	7	12	0	2	0	0
K01684 galactonate dehydratase [EC:4.2.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
K01686 mannonate dehydratase [EC:4.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
K01687 dihydroxy-acid dehydratase [EC:4.2.1.9]	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	220	0	0	0	0	0	0	0	0	0	13	0	14	0	0
K01689 enolase [EC:4.2.1.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	46	0	0	0	0	0	0	0	0	0	10	0	4	0	0
K01693 imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0	660	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K01695 tryptophan synthase alpha chain [EC:4.2.1.20]	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2	1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01696 tryptophan synthase beta chain [EC:4.2.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	0	0	0	0	0	0	0	3	0	0	0	0	0
K01698 porphobilinogen synthase [EC:4.2.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
K01699 propanediol dehydratase large subunit [EC:4.2.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01703 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	15	0	0	1	0
K01704 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	6	0	0	0	71	0	0	0	0	0	0	0	0	1	5	0	0	0	0
K01706 glucarate dehydratase [EC:4.2.1.40]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
K01708 galactarate dehydratase [EC:4.2.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
K01709 CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01710 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K01711 GDPmannose 4,6-dehydratase [EC:4.2.1.47]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
K01712 urocanate hydratase [EC:4.2.1.49]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
K01714 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	0	0	0	0	0	0	0	0	0	0	14	0	0	0	68	0	0	1	0	0	0	325	0	0	0	0	0	0	0	0	3	0	0	32	0	0
K01715 enoyl-CoA hydratase [EC:4.2.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	28	0	0	0	0	0	0	0	0	4	23	0	2	0	0
K01733 threonine synthase [EC:4.2.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1436	0	0	2	0	0	0	0	0	4	30	0	5	0	0
K01734 methylglyoxal synthase [EC:4.2.3.3]	19	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K01735 3-dehydroquinate synthase [EC:4.2.3.4]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	349	10	0	0	22	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0
K01736 chorismate synthase [EC:4.2.3.5]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	3	0	1019	0	0	4	0	0	0	0	0	2	16	0	5	0	0
K01737 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K01738 cysteine synthase [EC:2.5.1.47]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	28	0	0	0	723	0	0	0	0	0	0	0	0	2	1	0	3	0	0
K01739 cystathionine gamma-synthase [EC:2.5.1.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01740 O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	10	0	0
K01744 aspartate ammonia-lyase [EC:4.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	6	0	0
K01745 histidine ammonia-lyase [EC:4.3.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01749 hydroxymethylbilane synthase [EC:2.5.1.61]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
K01752 L-serine dehydratase [EC:4.3.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	55	0	0	7	20	2119	0	0	0	0	0	0	0	0	5	2	0	4	2	0
K01754 threonine dehydratase [EC:4.3.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	775	0	0	0	0	0	0	0	0	4	27	0	0	0	0
K01755 argininosuccinate lyase [EC:4.3.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	801	0	0	0	0	0	0	0	0	0	21	0	2	0	0
K01756 adenylosuccinate lyase [EC:4.3.2.2]	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	97	7	0	0	2	462	0	0	0	0	0	0	0	0	5	3	0	7	0	0
K01759 lactoylglutathione lyase [EC:4.4.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	6	0	0	4	1	0
K01760 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	91	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01761 methionine-gamma-lyase [EC:4.4.1.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	3	3	0	0	0	0	0	4	0	0	1	0	0
K01770 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	533	0	0	0	0	0	0	0	0	0	7	0	0	0	0
K01771 1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01775 alanine racemase [EC:5.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	91	0	16	25	0	0	6	0	0	0	0	0	0	6	42	0	5	0	0
K01776 glutamate racemase [EC:5.1.1.3]	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	285	4	0	0	0	457	0	0	0	0	0	0	0	0	8	21	0	0	0	0
K01777 proline racemase [EC:5.1.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01778 diaminopimelate epimerase [EC:5.1.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	9	3	0	6	0	0
K01779 aspartate racemase [EC:5.1.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
K01783 ribulose-phosphate 3-epimerase [EC:5.1.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	45	3	0	0	0	514	0	4	0	0	0	0	0	0	1	6	0	3	0	0
K01784 UDP-glucose 4-epimerase [EC:5.1.3.2]	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	89	2	0	0	2	340	0	0	0	0	0	0	0	0	0	4	0	9	2	0
K01785 aldose 1-epimerase [EC:5.1.3.3]	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	203	48	0	4	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0
K01790 dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
K01791 UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	584	0	0	0	0	0	0	0	0	5	5	0	0	0	0
K01802 peptidylprolyl isomerase [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	509	0	0	0	0	0	0	0	0	1	10	0	1	0	0
K01804 L-arabinose isomerase [EC:5.3.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	16	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
K01805 xylose isomerase [EC:5.3.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01808 ribose 5-phosphate isomerase B [EC:5.3.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
K01809 mannose-6-phosphate isomerase [EC:5.3.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	43	0	3	3	849	0	0	0	0	0	0	0	0	0	0	0	3	0	0
K01810 glucose-6-phosphate isomerase [EC:5.3.1.9]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	8	0	0	0	925	0	0	0	0	0	0	0	0	4	7	0	6	1	0
K01811 alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01812 glucuronate isomerase [EC:5.3.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01814 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	0	0	0	0	0	0	0	0	0	0	17	0	0	0	29	0	0	20	0	0	0	1436	0	3	0	0	0	0	0	0	0	10	0	6	0	0
K01815 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
K01817 phosphoribosylanthranilate isomerase [EC:5.3.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	12	0	895	0	0	0	0	0	0	0	0	6	4	0	0	0	0
K01818 L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
K01821 4-oxalocrotonate tautomerase [EC:5.3.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K01823 isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	9	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01834 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	176	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0
K01835 phosphoglucomutase [EC:5.4.2.2]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	16	0	0	0	182	0	5	0	0	0	0	0	0	1	9	0	4	0	0
K01838 beta-phosphoglucomutase [EC:5.4.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01839 phosphopentomutase [EC:5.4.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	2	786	0	0	0	0	0	0	0	0	0	8	0	1	0	0
K01840 phosphomannomutase [EC:5.4.2.8]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01841 phosphoenolpyruvate phosphomutase [EC:5.4.2.9]	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01843 lysine 2,3-aminomutase [EC:5.4.3.2]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	53	0	0
K01845 glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K01846 methylaspartate mutase sigma subunit [EC:5.4.99.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K01849 methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
K01854 UDP-galactopyranose mutase [EC:5.4.99.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01866 tyrosyl-tRNA synthetase [EC:6.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	14	0	3	0	431	0	0	0	0	0	0	0	0	0	10	0	3	0	0
K01867 tryptophanyl-tRNA synthetase [EC:6.1.1.2]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0
K01868 threonyl-tRNA synthetase [EC:6.1.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	19	0	2	0	922	0	5	0	0	0	0	0	0	1	11	0	18	0	1
K01869 leucyl-tRNA synthetase [EC:6.1.1.4]	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	36	0	0	0	10	861	0	0	0	0	0	0	0	0	39	11	0	10	0	0
K01870 isoleucyl-tRNA synthetase [EC:6.1.1.5]	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	20	0	0	0	0	0	0	11	0	0	0	0	0	28	21	0	7	0	0
K01872 alanyl-tRNA synthetase [EC:6.1.1.7]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	225	15	0	0	0	2147	0	0	0	0	0	0	0	0	36	40	0	8	0	0
K01873 valyl-tRNA synthetase [EC:6.1.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	2	0	14	0	0	3	14	0	0	0	0	0	0	5	19	0	8	0	0
K01874 methionyl-tRNA synthetase [EC:6.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	10	0	0	2	0	0	0	1	0	0	0	0	0	9	11	0	13	0	0
K01875 seryl-tRNA synthetase [EC:6.1.1.11]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31	28	0	0	0	216	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K01876 aspartyl-tRNA synthetase [EC:6.1.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	942	0	0	7	0	0	0	0	0	1	16	0	23	4	0
K01878 glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01879 glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	59	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
K01880 glycyl-tRNA synthetase [EC:6.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	7	0	0	0	0	0	13	0	0	0	0	0
